Left context,Center,Right context,Created,Sphere,Type,Full context
От кого́?, Ка́к ,тя́ зову́т / краса́вчик?   ,1975,"кино, нехудожественная","киносказка, мультфильм","От кого́? Ка́к тя́ зову́т / краса́вчик?    [Сергей Козлов, Юрий Норштейн. Ежик в тумане, м/ф (1975)] [омонимия не снята]"
А зва́ть, ка́к ,,1975,"кино, нехудожественная","киносказка, мультфильм","А зва́ть ка́к?    [Сергей Козлов, Юрий Норштейн. Ежик в тумане, м/ф (1975)] [омонимия не снята]"
тому́ вре́мени го́да два́ уже́, как ,в Ки́еве / в « Со́коле» игра́л / когда́ ,1975,"кино, нехудожественная","киносказка, мультфильм","Ми́тька мо́й к тому́ вре́мени го́да два́ уже́ как в Ки́еве / в « Со́коле» игра́л / когда́ его́… на дра́фт взя́ли / в НХЛ. [Сергей Козлов, Юрий Норштейн. Ежик в тумане, м/ф (1975)] [омонимия не снята]"
, Ка́к ,там у ва́с в а́рмии говоря́т?   ,1975,"кино, нехудожественная","киносказка, мультфильм","Ка́к там у ва́с в а́рмии говоря́т?    [Сергей Козлов, Юрий Норштейн. Ежик в тумане, м/ф (1975)] [омонимия не снята]"
потяни́сь, как ,сле́дует!   ,1971,"кино, нехудожественная",киномелодрама,"потяни́сь как сле́дует!    [Кира Муратова, Наталья Рязанцева. Долгие проводы, к/ф (1971)] [омонимия не снята]"
Потяни́сь / говорю́ /, как ,сле́дует.,1971,"кино, нехудожественная",киномелодрама,"Потяни́сь / говорю́ / как сле́дует. [Кира Муратова, Наталья Рязанцева. Долгие проводы, к/ф (1971)] [омонимия не снята]"
Ну а, ка́к ,мо́ре- то? ,1971,"кино, нехудожественная",киномелодрама,"Ну а ка́к мо́ре- то?  [Кира Муратова, Наталья Рязанцева. Долгие проводы, к/ф (1971)] [омонимия не снята]"
А шьёт, ка́к ,,1971,"кино, нехудожественная",киномелодрама,"А шьёт ка́к.   [Кира Муратова, Наталья Рязанцева. Долгие проводы, к/ф (1971)] [омонимия не снята]"
А шьёт, ка́к ,,1971,"кино, нехудожественная",киномелодрама,"А шьёт ка́к!    [Кира Муратова, Наталья Рязанцева. Долгие проводы, к/ф (1971)] [омонимия не снята]"
сих по́р прекра́сно сохрани́лся и /, ка́к ,вы смо́жете убеди́ться / игра́ет немалова́жную ро́ль ,1991,"кино, нехудожественная","кинодрама, кинокомедия, кинофарс","О́н постро́ен ещё в середи́не про́шлого ве́ка / но до́ сих по́р прекра́сно сохрани́лся и / ка́к вы смо́жете убеди́ться / игра́ет немалова́жную ро́ль в жи́зни го́рода. [Сергей Соловьев. Дом под звездным небом, к/ф (1991)] [омонимия не снята]"
Здра́сте!, Ка́к ,лю́ди лю́бят спле́тничать!   ,1991,"кино, нехудожественная","кинодрама, кинокомедия, кинофарс","Здра́сте! Ка́к лю́ди лю́бят спле́тничать!    [Сергей Соловьев. Дом под звездным небом, к/ф (1991)] [омонимия не снята]"
, Ка́к ,это на́ш вели́кий учёный снизошёл до ,1991,"кино, нехудожественная","кинодрама, кинокомедия, кинофарс","Ка́к это на́ш вели́кий учёный снизошёл до того́ / чтобы появи́ться в о́бществе?    [Сергей Соловьев. Дом под звездным небом, к/ф (1991)] [омонимия не снята]"
рю́мочку / не переки́нетесь в карти́шки /, как ,все́ лю́ди?   ,1991,"кино, нехудожественная","кинодрама, кинокомедия, кинофарс","Почему́ вы не посиди́те в кафе́ / не вы́пьете рю́мочку / не переки́нетесь в карти́шки / как все́ лю́ди?    [Сергей Соловьев. Дом под звездным небом, к/ф (1991)] [омонимия не снята]"
Хм?, Ка́к ,вам э́то нра́вится? ,1991,"кино, нехудожественная","кинодрама, кинокомедия, кинофарс","Хм? Ка́к вам э́то нра́вится?  [Сергей Соловьев. Дом под звездным небом, к/ф (1991)] [омонимия не снята]"
У него́ не́т вре́мени!, Как ,бу́дто у на́с оно́ е́сть!   ,1991,"кино, нехудожественная","кинодрама, кинокомедия, кинофарс","У него́ не́т вре́мени! Как бу́дто у на́с оно́ е́сть!    [Сергей Соловьев. Дом под звездным небом, к/ф (1991)] [омонимия не снята]"
Я́… э́…, как ,ра́з пишу́ об э́том кни́гу.,1960,"кино, нехудожественная","киномелодрама, экранизация","Я́… э́… как ра́з пишу́ об э́том кни́гу. [Антон Чехов, Иосиф Хейфиц. Дама с собачкой, к/ф (1960)] [омонимия не снята]"
Э́… Прости́те / не расслы́шал?, Ка́к ,,1960,"кино, нехудожественная","киномелодрама, экранизация","Э́… Прости́те / не расслы́шал? Ка́к?    [Антон Чехов, Иосиф Хейфиц. Дама с собачкой, к/ф (1960)] [омонимия не снята]"
Доро́гу зна́ете., Как ,бу́дто бы.,1960,"кино, нехудожественная","киномелодрама, экранизация","Доро́гу зна́ете. Как бу́дто бы. [Антон Чехов, Иосиф Хейфиц. Дама с собачкой, к/ф (1960)] [омонимия не снята]"
О́ /, как ,бу́дто бы у меня́ ча́йник стащи́ли.  ,1960,"кино, нехудожественная","киномелодрама, экранизация","О́ / как бу́дто бы у меня́ ча́йник стащи́ли.   [Антон Чехов, Иосиф Хейфиц. Дама с собачкой, к/ф (1960)] [омонимия не снята]"
О́ /, как ,бу́дто бы у меня́ ча́йник стащи́ли.  ,1960,"кино, нехудожественная","киномелодрама, экранизация","О́ / как бу́дто бы у меня́ ча́йник стащи́ли.   [Антон Чехов, Иосиф Хейфиц. Дама с собачкой, к/ф (1960)] [омонимия не снята]"
Вы́ должны́ его́ бере́чь, как ,зени́цу о́ка.  ,1960,"кино, нехудожественная","киномелодрама, экранизация","Вы́ должны́ его́ бере́чь как зени́цу о́ка.   [Антон Чехов, Иосиф Хейфиц. Дама с собачкой, к/ф (1960)] [омонимия не снята]"
, Ка́к ,же эт тебе́ надое́ло / е́сли ты́ ,1958,"кино, нехудожественная",киноповесть,"Ка́к же эт тебе́ надое́ло / е́сли ты́ никогда́ не рабо́тал?    [Евгений Долматовский, Юрий Егоров. Добровольцы, к/ф (1958)] [омонимия не снята]"
Ну, ка́к ,хороша́ неве́ста?   ,1958,"кино, нехудожественная",киноповесть,"Ну ка́к / хороша́ неве́ста?    [Евгений Долматовский, Юрий Егоров. Добровольцы, к/ф (1958)] [омонимия не снята]"
О́й / где́ я́?, Ка́к ,я́ сюда́ попа́ла? ,1958,"кино, нехудожественная",киноповесть,"О́й / где́ я́? Ка́к я́ сюда́ попа́ла?  [Евгений Долматовский, Юрий Егоров. Добровольцы, к/ф (1958)] [омонимия не снята]"
Я́, как ,ра́з из те́х ра́ков / кото́рые про́тив ,1958,"кино, нехудожественная",киноповесть,"Я́ как ра́з из те́х ра́ков / кото́рые про́тив бра́ков. [Евгений Долматовский, Юрий Егоров. Добровольцы, к/ф (1958)] [омонимия не снята]"
А́х /, ка́к ,мне́ зде́сь нра́вится!   ,1958,"кино, нехудожественная",киноповесть,"А́х / ка́к мне́ зде́сь нра́вится!    [Евгений Долматовский, Юрий Егоров. Добровольцы, к/ф (1958)] [омонимия не снята]"
ска́лы / и не́бо тако́е же /, как ,вчера́.,1986,"кино, нехудожественная",кинодрама,"Э́то бы́л обыкнове́нный де́нь и обыкнове́нное мо́ре / и ска́лы / и не́бо тако́е же / как вчера́. [Александр Бородянский, Карен Шахназаров. Курьер, к/ф (1986)] [омонимия не снята]"
Я́ услы́шал /, ка́к ,ты́ пе́ла.,1986,"кино, нехудожественная",кинодрама,"Я́ услы́шал / ка́к ты́ пе́ла. [Александр Бородянский, Карен Шахназаров. Курьер, к/ф (1986)] [омонимия не снята]"
А о́н всегда́ та́к проща́ется?, Ка́к ,,1986,"кино, нехудожественная",кинодрама,"А о́н всегда́ та́к проща́ется? Ка́к?  [Александр Бородянский, Карен Шахназаров. Курьер, к/ф (1986)] [омонимия не снята]"
У на́с но́вые ученики́?, Ка́к ,ва́с зову́т / ребя́та?   ,1986,"кино, нехудожественная",кинодрама,"У на́с но́вые ученики́? Ка́к ва́с зову́т / ребя́та?    [Александр Бородянский, Карен Шахназаров. Курьер, к/ф (1986)] [омонимия не снята]"
Удиви́тельно /, ка́к ,измени́лся на́ш го́род / но у ва́с ,1986,"кино, нехудожественная",кинодрама,"Удиви́тельно / ка́к измени́лся на́ш го́род / но у ва́с зде́сь всё по-пре́жнему.   [Александр Бородянский, Карен Шахназаров. Курьер, к/ф (1986)] [омонимия не снята]"
была́ така́я высо́кая и краси́вая /, как ,ты́.  ,1972,"кино, нехудожественная",кинокомедия,"Счастли́вая Лю́ська. О́т е́сли бы я́ была́ така́я высо́кая и краси́вая / как ты́.   [Александр Серый, Виктория Токарева, Георгий Данелия. Джентльмены удачи, к/ф (1972)] [омонимия не снята]"
Ерунда́?, Ка́к ,Лю́ся? ,1972,"кино, нехудожественная",кинокомедия,"Ерунда́? Ка́к Лю́ся?  [Александр Серый, Виктория Токарева, Георгий Данелия. Джентльмены удачи, к/ф (1972)] [омонимия не снята]"
О́й /, как ,хорошо́.  ,1972,"кино, нехудожественная",кинокомедия,"О́й / как хорошо́.   [Александр Серый, Виктория Токарева, Георгий Данелия. Джентльмены удачи, к/ф (1972)] [омонимия не снята]"
Ты́ ему́ во́, как ,ну́жен.  ,1972,"кино, нехудожественная",кинокомедия,"Ты́ ему́ во́ как ну́жен.   [Александр Серый, Виктория Токарева, Георгий Данелия. Джентльмены удачи, к/ф (1972)] [омонимия не снята]"
Прилете́л /, как ,в решете́.,1972,"кино, нехудожественная",кинокомедия,"Прилете́л / как в решете́. [Александр Серый, Виктория Токарева, Георгий Данелия. Джентльмены удачи, к/ф (1972)] [омонимия не снята]"
оспа́ривают э́то то́чно та́к же /, как ,се́мь городо́в называ́ют себя́ ро́диной Гоме́ра.,1974,"кино, нехудожественная",киномелодрама,"Се́мь городо́в оспа́ривают э́то то́чно та́к же / как се́мь городо́в называ́ют себя́ ро́диной Гоме́ра. [Александр Володин, Сергей Герасимов. Дочки-матери, к/ф (1974)] [омонимия не снята]"
Ита́к /, как ,вы́ заме́тили / стоя́ла тёмная но́чь.,1974,"кино, нехудожественная",киномелодрама,"Ита́к / как вы́ заме́тили / стоя́ла тёмная но́чь. [Александр Володин, Сергей Герасимов. Дочки-матери, к/ф (1974)] [омонимия не снята]"
Ну, ка́к ,ва́ш дя́дя из Душанбе́?   ,1974,"кино, нехудожественная",киномелодрама,"Ну ка́к ва́ш дя́дя из Душанбе́?    [Александр Володин, Сергей Герасимов. Дочки-матери, к/ф (1974)] [омонимия не снята]"
На́м не по пути́!, Как ,хоти́те! ,1974,"кино, нехудожественная",киномелодрама,"На́м не по пути́! Как хоти́те!  [Александр Володин, Сергей Герасимов. Дочки-матери, к/ф (1974)] [омонимия не снята]"
Челове́к /, как ,никто́ из живы́х суще́ств / лю́бит создава́ть ,1974,"кино, нехудожественная",киномелодрама,"Челове́к / как никто́ из живы́х суще́ств / лю́бит создава́ть себе́ дополни́тельные тру́дности. [Александр Володин, Сергей Герасимов. Дочки-матери, к/ф (1974)] [омонимия не снята]"
живёшь два́дцать ле́т / тусу́ешь ве́тер /, как ,неприка́янный… в по́исках како́го-то подо́бия мечты́ / ,1983,"кино, нехудожественная",кинодрама,"Вот та́к вот живёшь / живёшь два́дцать ле́т / тусу́ешь ве́тер / как неприка́янный… в по́исках како́го-то подо́бия мечты́ / а пото́м всё / баба́х и меня́ется в оди́н ми́г. [Владимир Железников, Ролан Быков. Чучело, к/ф (1983)] [омонимия не снята]"
, Ка́к ,бы виртуо́зно они́ ни шпи́лили / что́ ,1983,"кино, нехудожественная",кинодрама,"Ка́к бы виртуо́зно они́ ни шпи́лили / что́ бы они́ та́м се́ ни приду́мывали / ка́к бы здо́рово ни блефова́ли / у ни́х не́т про́тив на́с ни одного́ ша́нса. [Владимир Железников, Ролан Быков. Чучело, к/ф (1983)] [омонимия не снята]"
, Как ,то́лько на́ш клие́нт идёт попу́дрить но́сик / ,1983,"кино, нехудожественная",кинодрама,"Как то́лько на́ш клие́нт идёт попу́дрить но́сик / сра́зу за ни́м. [Владимир Железников, Ролан Быков. Чучело, к/ф (1983)] [омонимия не снята]"
А други́е остаю́тся?, Ка́к ,у тя́?   ,1983,"кино, нехудожественная",кинодрама,"А други́е остаю́тся? Ка́к у тя́?    [Владимир Железников, Ролан Быков. Чучело, к/ф (1983)] [омонимия не снята]"
Понима́ешь / стари́к / настоя́щий актёр / о́н, как ,хамелео́н.,1983,"кино, нехудожественная",кинодрама,"Понима́ешь / стари́к / настоя́щий актёр / о́н как хамелео́н. [Владимир Железников, Ролан Быков. Чучело, к/ф (1983)] [омонимия не снята]"
И по́сле того́, как ,тре́тий го́лубь верну́лся с оли́вковой ве́точкой ,2005,"кино, нехудожественная",кинофантастика,"И по́сле того́ как тре́тий го́лубь верну́лся с оли́вковой ве́точкой в клю́ве / Но́й распахну́в две́ри ковче́га / ступи́л ного́ю свое́ю на траву́ / распростёр ру́ки к со́лнцу и громогла́сно произнёс / « А́сса»!    [Сергей Лукьяненко, Тимур Бекмамбетов. Дневной дозор, к/ф (2005)] [омонимия не снята]"
и сынове́й бы́ли тому́ вино́й /, ка́к ,зна́ть / ка́к зна́ть.  ,2005,"кино, нехудожественная",кинофантастика,"Хо́лод ли / тя́гостное предчу́вствие / молча́ние придво́рных / угрю́мые ли́ца жены́ и сынове́й бы́ли тому́ вино́й / ка́к зна́ть / ка́к зна́ть.   [Сергей Лукьяненко, Тимур Бекмамбетов. Дневной дозор, к/ф (2005)] [омонимия не снята]"
А ва́с / прости́те /, ка́к ,зову́т?   ,2005,"кино, нехудожественная",кинофантастика,"А ва́с / прости́те / ка́к зову́т?    [Сергей Лукьяненко, Тимур Бекмамбетов. Дневной дозор, к/ф (2005)] [омонимия не снята]"
Ди́кость., Ка́к ,впро́чем / и любо́й компроми́сс.  ,2005,"кино, нехудожественная",кинофантастика,"Ди́кость. Ка́к / впро́чем / и любо́й компроми́сс.   [Сергей Лукьяненко, Тимур Бекмамбетов. Дневной дозор, к/ф (2005)] [омонимия не снята]"
Смотри/, как ,глаза́ в темноте́ све́тятся!   ,2005,"кино, нехудожественная",кинофантастика,"Смотри/ как глаза́ в темноте́ све́тятся!    [Сергей Лукьяненко, Тимур Бекмамбетов. Дневной дозор, к/ф (2005)] [омонимия не снята]"
О́т ла́зает / целто́вка., Как ,пожа́рник.  ,2008,"кино, нехудожественная",кинодрама,"О́т ла́зает / целто́вка. Как пожа́рник.   [Алексей Саморядов, Михаил Калатозишвили, Петр Луцик. Дикое поле, к/ф (2008)] [омонимия не снята]"
Слы́шь /, как ,пою́т / а́?   ,2008,"кино, нехудожественная",кинодрама,"Слы́шь / как пою́т / а́?    [Алексей Саморядов, Михаил Калатозишвили, Петр Луцик. Дикое поле, к/ф (2008)] [омонимия не снята]"
Плывёт /, как ,в океа́не.  ,2008,"кино, нехудожественная",кинодрама,"Плывёт / как  [нрзб]  в океа́не.   [Алексей Саморядов, Михаил Калатозишвили, Петр Луцик. Дикое поле, к/ф (2008)] [омонимия не снята]"
Тала́нтам нужны́ покло́нники., Как ,во́здух.  ,2008,"кино, нехудожественная",кинодрама,"Тала́нтам нужны́ покло́нники. Как во́здух.   [Алексей Саморядов, Михаил Калатозишвили, Петр Луцик. Дикое поле, к/ф (2008)] [омонимия не снята]"
Э́то са́мое тру́дное ме́сто / та́к, как ,та́м уча́ствуют все́.,2008,"кино, нехудожественная",кинодрама,"Э́то са́мое тру́дное ме́сто / та́к как та́м уча́ствуют все́. [Алексей Саморядов, Михаил Калатозишвили, Петр Луцик. Дикое поле, к/ф (2008)] [омонимия не снята]"
Е́здят /, как ,на тра́кторе.,1939,"кино, нехудожественная",кинокомедия,"Е́здят / как на тра́кторе. [Геннадий Фиш, Иосиф Склют, Константин Юдин. Девушка с характером, к/ф (1939)] [омонимия не снята]"
От гне́ва отцо́вского /, как ,партиза́н / в гора́х швейца́рских скрыва́лся.  ,1939,"кино, нехудожественная",кинокомедия,"От гне́ва отцо́вского / как партиза́н / в гора́х швейца́рских скрыва́лся.   [Геннадий Фиш, Иосиф Склют, Константин Юдин. Девушка с характером, к/ф (1939)] [омонимия не снята]"
Не пове́рите / тре́звый /, ка́к ,стекло́.,1939,"кино, нехудожественная",кинокомедия,"Не пове́рите / тре́звый / ка́к стекло́. [Геннадий Фиш, Иосиф Склют, Константин Юдин. Девушка с характером, к/ф (1939)] [омонимия не снята]"
Во́т оно́, ка́к ,,1939,"кино, нехудожественная",кинокомедия,"Во́т оно́ ка́к!  [Геннадий Фиш, Иосиф Склют, Константин Юдин. Девушка с характером, к/ф (1939)] [омонимия не снята]"
Во́т она́ / Наста́сья Фили́пповна., Как ,жива́я.,1939,"кино, нехудожественная",кинокомедия,"Во́т она́ / Наста́сья Фили́пповна. Как жива́я. [Геннадий Фиш, Иосиф Склют, Константин Юдин. Девушка с характером, к/ф (1939)] [омонимия не снята]"
Вы́ не подска́жете /, ка́к ,найти́ Айва́зова?   ,2000,"кино, нехудожественная","кино биографическое, киномелодрама","Вы́ не подска́жете / ка́к найти́ Айва́зова?    [Авдотья Смирнова, Алексей Учитель. Дневник его жены, к/ф (2000)] [омонимия не снята]"
Ну́ /, как ,говори́тся / вле́зть в э́ту шку́ру.  ,2000,"кино, нехудожественная","кино биографическое, киномелодрама","Ну́ / как говори́тся / вле́зть в э́ту шку́ру.   [Авдотья Смирнова, Алексей Учитель. Дневник его жены, к/ф (2000)] [омонимия не снята]"
Не то́ка о́черк / рома́н напи́шешь?, Ка́к ,твоя́ фами́лия?   ,2000,"кино, нехудожественная","кино биографическое, киномелодрама","Не то́ка о́черк / рома́н напи́шешь? Ка́к твоя́ фами́лия?    [Авдотья Смирнова, Алексей Учитель. Дневник его жены, к/ф (2000)] [омонимия не снята]"
Же́ня?, Ка́к ,фами́лия?   ,2000,"кино, нехудожественная","кино биографическое, киномелодрама","Же́ня? Ка́к фами́лия?    [Авдотья Смирнова, Алексей Учитель. Дневник его жены, к/ф (2000)] [омонимия не снята]"
Э́то я́ ва́м официа́льно заявля́ю /, как ,комсо́рг кома́нды / и…  ,2000,"кино, нехудожественная","кино биографическое, киномелодрама","Э́то я́ ва́м официа́льно заявля́ю / как комсо́рг кома́нды / и…   [Авдотья Смирнова, Алексей Учитель. Дневник его жены, к/ф (2000)] [омонимия не снята]"
Да, ка́к ,ты́ сме́ешь де́лать мне́ замеча́ния? ,1936,"кино, нехудожественная","кино детское, кино приключенческое, экранизация","Да ка́к ты́ сме́ешь де́лать мне́ замеча́ния?  [Владимир Вайншток, Давид Гутман, Жюль Верн, Олег Леонидов. Дети капитана Гранта, к/ф (1936)] [омонимия не снята]"
А то́, как ,я́… ка́к… ка́к сту́кну! ,1936,"кино, нехудожественная","кино детское, кино приключенческое, экранизация","А то́ как я́… ка́к… ка́к сту́кну!  [Владимир Вайншток, Давид Гутман, Жюль Верн, Олег Леонидов. Дети капитана Гранта, к/ф (1936)] [омонимия не снята]"
Оби́делся.  [Митьке]  Э́эй / ты́ /, ка́к ,тебя́ зову́т?   ,1936,"кино, нехудожественная","кино детское, кино приключенческое, экранизация","Оби́делся.  [Митьке]  Э́эй / ты́ / ка́к тебя́ зову́т?    [Владимир Вайншток, Давид Гутман, Жюль Верн, Олег Леонидов. Дети капитана Гранта, к/ф (1936)] [омонимия не снята]"
кувырка́лся и лета́л по ко́мнате /, как ,пу́х.    ,1936,"кино, нехудожественная","кино детское, кино приключенческое, экранизация","Во сне́ о́н игра́л с детьми́ / бе́гал / кувырка́лся и лета́л по ко́мнате / как пу́х.     [Владимир Вайншток, Давид Гутман, Жюль Верн, Олег Леонидов. Дети капитана Гранта, к/ф (1936)] [омонимия не снята]"
До́брый де́нь?, Ка́к ,пожива́ете?   ,1936,"кино, нехудожественная","кино детское, кино приключенческое, экранизация","До́брый де́нь? Ка́к пожива́ете?    [Владимир Вайншток, Давид Гутман, Жюль Верн, Олег Леонидов. Дети капитана Гранта, к/ф (1936)] [омонимия не снята]"
стани́ца Ломи́хинская бу́дет на́ми за́нята?, Ка́к ,ду́маешь / Ела́нь?   ,1989,"кино, нехудожественная",кинокомедия,"стани́ца Ломи́хинская бу́дет на́ми за́нята? Ка́к ду́маешь / Ела́нь?    [Александр Бородянский, Юлиуш Махульский. Дежавю, к/ф (1989)] [омонимия не снята]"
А, ка́к ,ду́мает комисса́р?   ,1989,"кино, нехудожественная",кинокомедия,"А ка́к ду́мает комисса́р?    [Александр Бородянский, Юлиуш Махульский. Дежавю, к/ф (1989)] [омонимия не снята]"
Опя́ть / мо́жет быть / впереди́ / потому́, как ,по одному́ челове́ку из ору́дий пали́ть ,1989,"кино, нехудожественная",кинокомедия,"Опя́ть / мо́жет быть / впереди́ / потому́ как по одному́ челове́ку из ору́дий пали́ть не ста́нут. [Александр Бородянский, Юлиуш Махульский. Дежавю, к/ф (1989)] [омонимия не снята]"
А э́то, ка́к ,называ́ется? ,1989,"кино, нехудожественная",кинокомедия,"А э́то ка́к называ́ется?  [Александр Бородянский, Юлиуш Махульский. Дежавю, к/ф (1989)] [омонимия не снята]"
э́?, Ка́к ,это?   ,1989,"кино, нехудожественная",кинокомедия,"э́? Ка́к это?    [Александр Бородянский, Юлиуш Махульский. Дежавю, к/ф (1989)] [омонимия не снята]"
о́н с Ка́тькой заи́грывает / а, как ,списа́ть ну́жно / сра́зу к тебе́! ,1987,"кино, нехудожественная","вестерн, кинокомедия","Вот ви́дишь / Све́точка / на переме́нах о́н с Ка́тькой заи́грывает / а как списа́ть ну́жно / сра́зу к тебе́!  [Алла Сурикова, Эдуард Акопов. Человек с бульвара Капуцинов, к/ф (1987)] [омонимия не снята]"
А о́н, как ,повернётся / как посмо́трит на меня́ / как ,1987,"кино, нехудожественная","вестерн, кинокомедия","А о́н как повернётся / как посмо́трит на меня́ / как ска́жет / « Све́т / да́й списа́ть!»  [Алла Сурикова, Эдуард Акопов. Человек с бульвара Капуцинов, к/ф (1987)] [омонимия не снята]"
Засекли́ тебя́ / по́нял?, Ка́ак ,,1987,"кино, нехудожественная","вестерн, кинокомедия","Засекли́ тебя́ / по́нял? Ка́ак?    [Алла Сурикова, Эдуард Акопов. Человек с бульвара Капуцинов, к/ф (1987)] [омонимия не снята]"
Я́ вру́ /, ка́к ,дура́к / что о́н с температу́рой валя́ется / ,1987,"кино, нехудожественная","вестерн, кинокомедия","Я́ вру́ / ка́к… дура́к / что о́н с температу́рой валя́ется / не встаёт / а о́н по магази́нам бе́гает / моро́женое е́ст / больно́й!  [Алла Сурикова, Эдуард Акопов. Человек с бульвара Капуцинов, к/ф (1987)] [омонимия не снята]"
, Как ,ра́з у́тром они́ приезжа́ют / и вперёд! ,1987,"кино, нехудожественная","вестерн, кинокомедия","Как ра́з у́тром они́ приезжа́ют / и вперёд!  [Алла Сурикова, Эдуард Акопов. Человек с бульвара Капуцинов, к/ф (1987)] [омонимия не снята]"
Не зна́ю /, как ,ты́ / Ка́рл / а я́ люблю́ с ,1936,"кино, нехудожественная","кино биографическое, кино революционное","Не зна́ю / как ты́ / Ка́рл / а я́ люблю́ с молоко́м.   [Александр Зархи, Иосиф Хейфиц, Леонид Любашевский, Леонид Рахманов. Депутат Балтики, к/ф (1936)] [омонимия не снята]"
, Как ,война́ начала́сь / то́ка оди́н ра́з я́ ,1936,"кино, нехудожественная","кино биографическое, кино революционное","Как война́ начала́сь / то́ка оди́н ра́з я́ её и ви́дела.   [Александр Зархи, Иосиф Хейфиц, Леонид Любашевский, Леонид Рахманов. Депутат Балтики, к/ф (1936)] [омонимия не снята]"
Ну, ка́к ,мо́жно?   ,1936,"кино, нехудожественная","кино биографическое, кино революционное","Ну ка́к / мо́жно?    [Александр Зархи, Иосиф Хейфиц, Леонид Любашевский, Леонид Рахманов. Депутат Балтики, к/ф (1936)] [омонимия не снята]"
ты́ и была́ для на́с, как ,родна́я.  ,1936,"кино, нехудожественная","кино биографическое, кино революционное","А ты́ и была́ для на́с как родна́я.   [Александр Зархи, Иосиф Хейфиц, Леонид Любашевский, Леонид Рахманов. Депутат Балтики, к/ф (1936)] [омонимия не снята]"
мо́жет быть / и не сле́довало?, Ка́к ,э́то / не сле́довало?   ,1936,"кино, нехудожественная","кино биографическое, кино революционное","мо́жет быть / и не сле́довало? Ка́к э́то / не сле́довало?    [Александр Зархи, Иосиф Хейфиц, Леонид Любашевский, Леонид Рахманов. Депутат Балтики, к/ф (1936)] [омонимия не снята]"
Ненави́жу таки́х тва́рей /, как ,ты́.  ,1963,"кино, нехудожественная","кинокомедия, экранизация","Ненави́жу таки́х тва́рей / как ты́.   [Леонид Гайдай. Деловые люди, к/ф (1963)] [омонимия не снята]"
Не́т / Альфре́до Скорси́зи / не бу́дем /, как ,други́е.,1963,"кино, нехудожественная","кинокомедия, экранизация","Не́т / Альфре́до Скорси́зи / не бу́дем / как други́е. [Леонид Гайдай. Деловые люди, к/ф (1963)] [омонимия не снята]"
Джо́нни По́ллак / бо́льше изве́стный, как ,Профе́ссор.  ,1963,"кино, нехудожественная","кинокомедия, экранизация","Джо́нни По́ллак / бо́льше изве́стный как Профе́ссор.   [Леонид Гайдай. Деловые люди, к/ф (1963)] [омонимия не снята]"
Э́то ва́м при́з от « Ру̀сфло́та», как ,пе́рвому / пе́рвому пассажи́ру пе́рвого ре́йса Нью-Йо́рк- ,1963,"кино, нехудожественная","кинокомедия, экранизация","Э́то ва́м при́з от « Ру̀сфло́та» как пе́рвому / пе́рвому пассажи́ру пе́рвого ре́йса Нью-Йо́рк- Константино́поль- Оде́сса.   [Леонид Гайдай. Деловые люди, к/ф (1963)] [омонимия не снята]"
А бо́кс мы́ ва́м организу́ем?, Ка́к ,пожива́ет това́рищ Ча́рли Ча́плин? ,1963,"кино, нехудожественная","кинокомедия, экранизация","А бо́кс мы́ ва́м организу́ем? Ка́к пожива́ет това́рищ Ча́рли Ча́плин?  [Леонид Гайдай. Деловые люди, к/ф (1963)] [омонимия не снята]"
Мо́й ма́льчик / но, ка́к ,э́то сде́лать?   ,1962,"кино, нехудожественная",кинодрама,"Мо́й ма́льчик / но ка́к э́то сде́лать?    [Даниил Храбровицкий, Михаил Ромм. Девять дней одного года, к/ф (1962)] [омонимия не снята]"
Но́…, ка́к ,вы́ попа́ли к на́м?   ,1962,"кино, нехудожественная",кинодрама,"Но́… ка́к вы́ попа́ли к на́м?    [Даниил Храбровицкий, Михаил Ромм. Девять дней одного года, к/ф (1962)] [омонимия не снята]"
А мы́ плывём в Патаго́нию?, Ка́к ,в Патаго́нию?   ,1962,"кино, нехудожественная",кинодрама,"А мы́ плывём в Патаго́нию? Ка́к в Патаго́нию?    [Даниил Храбровицкий, Михаил Ромм. Девять дней одного года, к/ф (1962)] [омонимия не снята]"
в обра́тную сто́рону / в Патаго́нию?, Ка́к , ка́к в Патаго́нию? ,1962,"кино, нехудожественная",кинодрама,"в обра́тную сто́рону / в Патаго́нию? Ка́к / ка́к в Патаго́нию?  [Даниил Храбровицкий, Михаил Ромм. Девять дней одного года, к/ф (1962)] [омонимия не снята]"
Я́ зна́ю э́ту доро́гу, ка́к ,свою́ кварти́ру.,1962,"кино, нехудожественная",кинодрама,"Я́ зна́ю э́ту доро́гу ка́к свою́ кварти́ру. [Даниил Храбровицкий, Михаил Ромм. Девять дней одного года, к/ф (1962)] [омонимия не снята]"
Ла́дно / не опра́вдывайся?, Ка́к ,Ма́ша ся́ чу́вствует?   ,1957,"кино, нехудожественная",кинокомедия,"Ла́дно / не опра́вдывайся? Ка́к Ма́ша ся́ чу́вствует?    [Леонид Ленч, Эльдар Рязанов. Девушка без адреса, к/ф (1957)] [омонимия не снята]"
