Left context,Center,Right context,Created,Sphere,Type,Full context
, Аки ,скот безсловесен единою в год к ,1720,"нехудожественная, церковно-богословская",слово,"Аки скот безсловесен единою в год к вешним дням сочетаются с мужи; учиня великое празднество, отправляют и, собравшись по местам, любодеяние творят; и заченши жены во утробе, паки вси разыдутся во своя жилисча. [архиепископ Феофан (Прокопович). Слово похвальное о флоте российском и о победе, галерами российскими над кораблями шведскими иулиа 27 дня полученной (1720)] [омонимия не снята]"
"в земли Руской ко благочестию,", аки ,"денница пред солнцем, аки зоря пред ",1720,"нехудожественная, церковно-богословская",слово,"Сия бысть предтекушая в хрестианстве в земли Руской ко благочестию, аки денница пред солнцем, аки зоря пред светом сияющи.   [архиепископ Феофан (Прокопович). Слово похвальное о флоте российском и о победе, галерами российскими над кораблями шведскими иулиа 27 дня полученной (1720)] [омонимия не снята]"
"и до сего дни: « Беда,", аки ,в Родне».,1720,"нехудожественная, церковно-богословская",слово,"Он же, вшед, послал войско осадить Родню и содержал оной в крепкой осаде несколько времени, чрез что учинился в Родне глад велик, от чего есть пословица и до сего дни: « Беда, аки в Родне». [архиепископ Феофан (Прокопович). Слово похвальное о флоте российском и о победе, галерами российскими над кораблями шведскими иулиа 27 дня полученной (1720)] [омонимия не снята]"
"своих плакали о том вельми,", аки ,"по мертвых, зане не утвердилися в ",1720,"нехудожественная, церковно-богословская",слово,"Матери же чад своих плакали о том вельми, аки по мертвых, зане не утвердилися в вере и не ведали пользы учения, что тем ум их просвещается и на всякое дело благоугодны творить, и искали безумнии дарами откупаться. [архиепископ Феофан (Прокопович). Слово похвальное о флоте российском и о победе, галерами российскими над кораблями шведскими иулиа 27 дня полученной (1720)] [омонимия не снята]"
"Анфропоморфиты и нынешние раскольники думают,", аки ,бы образ Божий состоит в нас ,1726,"нехудожественная, учебно-научная",монография,"Почему не основательно и древние Анфропоморфиты и нынешние раскольники думают, аки бы образ Божий состоит в нас в телесном нашем лице; и по невежеству своему говорят, что когда власы нашего лица остригаются, акиб чрез то погубляется образ Божий. [неизвестный [перевод трактата С. Пуфендорфа]. О должности человека и гражданина по закону естественному. Книга первая (1726)] [омонимия не снята]"
"Летописец записал, что рязанцы « падали,", аки ,снопы».  ,1718,"нехудожественная, церковно-богословская",слово,"Летописец записал, что рязанцы « падали, аки снопы».   [архиепископ Феофан (Прокопович). Слово в день Святаго Благовернаго князя Александра Невскаго (1718)] [омонимия не снята]"
"плечь спущав, а петли разстегав,", аки ,"роспрели, бяше бо им варно ( жарко), ",1718,"нехудожественная, церковно-богословская",слово,"А ездят, порты своя ( одежду) с плечь спущав, а петли разстегав, аки роспрели, бяше бо им варно ( жарко), бе бо в то время знойно. [архиепископ Феофан (Прокопович). Слово в день Святаго Благовернаго князя Александра Невскаго (1718)] [омонимия не снята]"
"уцелевших жителей « в плен поведоша,", аки ,скот».  ,1718,"нехудожественная, церковно-богословская",слово,"И Тохтамыш счел благоразумным отступить со всем награбленным добром, а уцелевших жителей « в плен поведоша, аки скот».   [архиепископ Феофан (Прокопович). Слово в день Святаго Благовернаго князя Александра Невскаго (1718)] [омонимия не снята]"
"видев многые полкы великого князя,", аки ,"море колеблющися, доспехи же на них ",1718,"нехудожественная, церковно-богословская",слово,"Хан Ахмад, « видев многые полкы великого князя, аки море колеблющися, доспехи же на них бяху чисты велми, яко сребро блистающи, и вооружени зело, и начат от брега отступати помалу в нощи той, страх и трепет нападе на нь, и побеже…».   [архиепископ Феофан (Прокопович). Слово в день Святаго Благовернаго князя Александра Невскаго (1718)] [омонимия не снята]"
"стола» предстать чистым и невинным,", аки ,андел.,1706,"нехудожественная, церквно-богословская","биография, статья","А вот перед прессой Сироженко вдруг пожелал на другой день после « круглого стола» предстать чистым и невинным, аки андел. [митрополит Стефан (Яворский). Торжественной колесницы путь сугубый… (1706)] [омонимия не снята]"
"Я,", аки ,"пес смердящий, в конурочке укрывался от ",1750,"нехудожественная, учебно-научная",монография,"Я, аки пес смердящий, в конурочке укрывался от грехов моих, в скитке убогом грехи свои вымаливал. [В. Н. Татищев. История российская в семи томах. Том второй (1750)] [омонимия не снята]"
, Аки ,"борове, ― говорит летописец, точно живые бори, ",1750,"нехудожественная, учебно-научная",монография,"Аки борове, ― говорит летописец, точно живые бори, точно темные леса двигались к городу несметные рати».   [В. Н. Татищев. История российская в семи томах. Том второй (1750)] [омонимия не снята]"
"Теперь злой сделается,", аки ,лев.,1937,художественная,роман,"Теперь злой сделается, аки лев. [А. П. Чапыгин. Гулящие люди (1937)] [омонимия не снята]"
"кому следует- с ― и выброшен,", аки ,"пес, рык растерявший.",1922,"нехудожественная, учебно-научная",монография,"Не потрафил, да, не потрафил- с своевременно кому следует- с ― и выброшен, аки пес, рык растерявший. [П. А. Флоренский. Иконостас (1922)] [омонимия не снята]"
"Сейчас ваше: жаждем рассказа,", аки ,воды в песках.,1922,"нехудожественная, учебно-научная",монография,"Сейчас ваше: жаждем рассказа, аки воды в песках. [П. А. Флоренский. Иконостас (1922)] [омонимия не снята]"
"ходил, акридами да росой питался,", аки ,святой.,1922,"нехудожественная, учебно-научная",монография,"В рубище ходил, акридами да росой питался, аки святой. [П. А. Флоренский. Иконостас (1922)] [омонимия не снята]"
"Хочешь ― по речке пробегись,", аки ,"посуху, хочешь ― волка в нору загони, ",1938,"нехудожественная, учебно-научная",учебник,"Хочешь ― по речке пробегись, аки посуху, хочешь ― волка в нору загони, хочешь ― в сыроежку брызни, чтобы знакомого зайца чистой водицей угостить. [Н. К. Гудзий. История древней русской литературы. (XVI-XVII вв.) (1938)] [омонимия не снята]"
"Все голландское, тончайшее,", аки ,"паутина, между нами.",1934,"нехудожественная, публицистика",статья,"Все голландское, тончайшее, аки паутина, между нами. [А. К. Павлов. Горе побѣжденнымъ! // Вѣстникъ Общества Галлиполійцевъ № 11, 1934] [омонимия не снята]"
"не имела держатися при Иудеи,", аки ,"при брезе, но произыти во глубину ",1930-1960,художественная,сказка,"Сим делом прознаменова господь, яко апостольская ловитва не имела держатися при Иудеи, аки при брезе, но произыти во глубину всего мира. [Б. В. Шергин. Пронька Грезной (1930-1960)] [омонимия не снята]"
"не сокрушаемый безчисленными бедствии и,", аки ,"камень среди волн морских недвижимый пребывая, ",1930-1960,художественная,сказка,"Сверх бо того, что многими трудами не истомляемый и не сокрушаемый безчисленными бедствии и, аки камень среди волн морских недвижимый пребывая, довольно всему свету показал еси, что имя тебе Петр. [Б. В. Шергин. Пронька Грезной (1930-1960)] [омонимия не снята]"
"себе: сию и оную фортуну,", аки ,"двойноконную, мужественно обуздавая и управляя премудре.",1930-1960,художественная,сказка,"И во всех тех невредимь сохранен еси; невредимь телом, невредимь же и духом; не отчаяваяся в злоключении, но и в благополучии не возношая себе: сию и оную фортуну, аки двойноконную, мужественно обуздавая и управляя премудре. [Б. В. Шергин. Пронька Грезной (1930-1960)] [омонимия не снята]"
"твоих; тако устремлен к странствованию,", аки ,бы ему речено было: « поступи в ,1930-1960,художественная,сказка,"Не у брега мешкает и твой Петр, Россие, но в глубине ищет корыстей твоих; тако устремлен к странствованию, аки бы ему речено было: « поступи в глубину». [Б. В. Шергин. Пронька Грезной (1930-1960)] [омонимия не снята]"
"зрит же в чуждых народах,", аки ,"в зерцале, своя собственныя и своего ",1930-1960,художественная,сказка,"Тут благоразумный человек видит многоизменныя фортуны играния и учится кротости, видит вины благополучии и учится правилу, видит вину злоключений и учится бодрости и оберегательства, зрит же в чуждых народах, аки в зерцале, своя собственныя и своего народа и исправления и недостатки; сами бо себе в самех же нас ( не вем как то) не ясно познаем, и так, аки пчела, оставляя вредная, избирает, что [Б. В. Шергин. Пронька Грезной (1930-1960)] [омонимия не снята]"
"Сатана вокруг всех нас ходит,", аки ,"лев рыкающий, чтобы выбрать себе жертву ",1899,"нехудожественная, публицистика",статья,"Если он сейчас начнет мне рассказывать, как Афиноген тем бабулькам, что Сатана вокруг всех нас ходит, аки лев рыкающий, чтобы выбрать себе жертву и сожрать, я устрою у него погром. [П. Б. Струве. Романтика против казенщины (1899)] [омонимия не снята]"
"что же вы, милейший, застыли, «", аки ,Лотова жена»? ,1934-1939,художественная,роман,"Ну что же вы, милейший, застыли, « аки Лотова жена»?  [В. Я. Шишков. Емельян Пугачев. Книга первая. Ч. 3 (1934-1939)] [омонимия не снята]"
"Там- бо стяги ревут,", аки ,"облацы тихо трепещущие, а вой, аки ",2003,"нехудожественная, публицистика",интервью,"Там- бо стяги ревут, аки облацы тихо трепещущие, а вой, аки воды, во вси ветры колыблются, шеломы на главах аки заря во время ведряна солнца светящиеся, яловцы, аки пламя, огненно пашется…   [Желания: единственный мотор, который нас не обманывает // «Пятое измерение», 2003] [омонимия не снята]"
"народ мрет наповал, валится тый,", аки ,сухой лист с дерева? ,2003,"нехудожественная, публицистика",интервью,"Мы межу- собу и умыслили: чему на миру народ мрет наповал, валится тый, аки сухой лист с дерева?  [Желания: единственный мотор, который нас не обманывает // «Пятое измерение», 2003] [омонимия не снята]"
"Уклоню силу поганую,", аки ,"лес, постелю по земли, аки траву ",2003,"нехудожественная, публицистика",интервью,"Уклоню силу поганую, аки лес, постелю по земли, аки траву под косою!»  [Желания: единственный мотор, который нас не обманывает // «Пятое измерение», 2003] [омонимия не снята]"
"А с ними стала мудрой,", аки ,"змий, и узнала столько величии и ",2002,"нехудожественная, публицистика",статья,"А с ними стала мудрой, аки змий, и узнала столько величии и низости человека, что не снилось, не мерещилось всем ее норвежским сверстницам. [Александр Клейн. 108 + свастика = Солнце? // «Пятое измерение», 2002] [омонимия не снята]"
"год за годом зарос Пронька,", аки ,"зверь, аки чудо морское.",2003,"нехудожественная, публицистика",статья,"День за днем, год за годом зарос Пронька, аки зверь, аки чудо морское. [Михаэль Дорфман. Еврейские фрагменты жития святителя Никиты // Интернет-альманах «Лебедь», 2003.12.07] [омонимия не снята]"
"вот бани топятся, вода кипит,", аки ,"гром гремит, баншики в банны шайки, ",2003,"нехудожественная, публицистика",статья,"И вот бани топятся, вода кипит, аки гром гремит, баншики в банны шайки, в медны тазы позванивают. [Михаэль Дорфман. Еврейские фрагменты жития святителя Никиты // Интернет-альманах «Лебедь», 2003.12.07] [омонимия не снята]"
"В эту пору обитель воссияла,", аки ,"адамант, и мнозими пожертвованиями приукрасилась.  ",2003,"нехудожественная, публицистика",статья,"В эту пору обитель воссияла, аки адамант, и мнозими пожертвованиями приукрасилась.   [Галина Ковальская. Беженцы сданы на комиссию // «Еженедельный журнал», 2003.01.27] [омонимия не снята]"
"из простых был, а каков.", Аки ,"адамант сияющий, аки венец светящий.  ",2003,"нехудожественная, публицистика",статья,"из простых был, а каков. Аки адамант сияющий, аки венец светящий.   [Галина Ковальская. Беженцы сданы на комиссию // «Еженедельный журнал», 2003.01.27] [омонимия не снята]"
и жряху ему людье ноугородьстии, аки ,Богу».,1997,художественная,роман,"О серьезности намерений Владимира свидетельствует то, что после создания пантеона богов в Киеве он послал своего дядю Добрыню в Новгород и тот « постави кумира над рекою Волховом, и жряху ему людье ноугородьстии аки Богу». [Евгений Лукин. Катали мы ваше солнце (1997)] [омонимия не снята]"
"данную ему летописцем: «… легко ходя,", аки ,"пардус ( гепард), войны многи творяше.",1997,художественная,роман,"Когда-то ученики средних школ России учили эту речь наизусть, воспринимая и ее рыцарственный смысл, и красоту русской речи, как, впрочем, учили и другие речи ( Святослава или знаменитую характеристику, данную ему летописцем: «… легко ходя, аки пардус ( гепард), войны многи творяше. [Евгений Лукин. Катали мы ваше солнце (1997)] [омонимия не снята]"
"не просто гол, он еще ― «", аки ,свиния ― в калу».,2008,художественная,роман,"Писатель ВСЁ видит и ВСЁ понимает: король не просто гол, он еще ― « аки свиния ― в калу». [Марина Палей. Дань саламандре (2008)] [омонимия не снята]"
"от сохи, подстегивал и гонял", аки ,"волка по всей округе, так что ",2008-2012,"нехудожественная, электронная коммуникация",форум,"С виду крепкий боровичок, был он офицер и доцент, рано ( мне было два с половиной) овдовевший; кровь в нем кипела, деньжата водились, крылатый эрос крестьянства, в первом поколении отпрянувшего от сохи, подстегивал и гонял аки волка по всей округе, так что в нашей каморке я видел его нечасто. [коллективный. Форум: Нефть в Японии (2008-2012)] [омонимия не снята]"
в 1787 году императрица увидела, аки ,бы по мановению волшебного жезла возникшие ,1988,"нехудожественная, учебно-научная",статья,"Здесь в 1787 году императрица увидела аки бы по мановению волшебного жезла возникшие укрепления, до четырехсот домов, склады, верфь и сильную духом моряков, юную эскадру. [Д. С. Лихачев. Крещение Руси и государство Русь (1988)] [омонимия не снята]"
мурлыкал про себя несвязную и, аки ,бы ему одному понятную песню.,1988,"нехудожественная, учебно-научная",статья,Кто-то грубым и несколько фальшивым басом мурлыкал про себя несвязную и аки бы ему одному понятную песню. [Д. С. Лихачев. Крещение Руси и государство Русь (1988)] [омонимия не снята]
"двух первых в Париже медикусов,", аки ,"бы для совета о больных глазах, ",1988,"нехудожественная, учебно-научная",статья,"Я же навестил двух первых в Париже медикусов, аки бы для совета о больных глазах, бережно упаковал в сумку книгу « Прав человека» и пустил слух, что еду для консультации с врачами еще в Италию. [Д. С. Лихачев. Крещение Руси и государство Русь (1988)] [омонимия не снята]"
"и притом ночью, в рогожаной,", аки ,бы поповской долгуше.,1988,"нехудожественная, учебно-научная",статья,"Его ждали в приличном его званию и летам рессорном калёше, а он прибыл на паре фурлейтских, и притом ночью, в рогожаной, аки бы поповской долгуше. [Д. С. Лихачев. Крещение Руси и государство Русь (1988)] [омонимия не снята]"
воспылал бы ровно так же ―, аки ,"сатир колченогий бросался на нее неоднократно, ",1867,художественная,пьеса,"Это, мол, самолетающий механизм, который выволок из болота Коля Кречмара, пережитка тяжелого прошлого, когда тот, воспылавши низменною страстию к девице Серафиме ― а быдь на ее месте какая другая, воспылал бы ровно так же ― аки сатир колченогий бросался на нее неоднократно, но, достойный отпор получивши, задумал утопиться, и болото предпочел и реке, и озеру, ибо вода в них зело чиста, не для Кречмара, коий [А. Ф. Писемский. Самоуправцы (1867)] [омонимия не снята]"
"но в житницы собирают и,", аки ,"птицы небесные, сыты бывают.",1898,художественная,роман,"Радушный и хлебосольный дом их служил постоянным притоном для всевозможных юродивых и странниц, для какого-нибудь странствующего монашка с Афонских гор, явившегося в Россию за доброхотными даяниями, и вообще для всех подобных особ, иже не сеют, не жнут, но в житницы собирают и, аки птицы небесные, сыты бывают. [Н. Э. Гейнце. Князь Тавриды (1898)] [омонимия не снята]"
"и кровища из него хлестала,", аки ,бы из свиньи зарезанной.,1876,художественная,роман,"Завизжал столяр так-то жалостно, и кровища из него хлестала, аки бы из свиньи зарезанной. [Г. П. Данилевский. Потемкин на Дунае (1876)] [омонимия не снята]"
"Солнце, места черны по Солнцу,", аки ,гвозди…»   ,1876,"нехудожественная, учебно-научная",монография,"А в русской Никоновой летописи 1371 г. есть такая запись: « Того же лета бысть знамение в Солнце, места черны по Солнцу, аки гвозди…»    [Д. И. Иловайский. Начало Руси (1876)] [омонимия не снята]"
неплохо бы пройти по воде, аки ,посуху.,1851,"нехудожественная, учебно-научная",монография,"А когда был на озере Кинерет, то подумал о том, что неплохо бы пройти по воде аки посуху. [Ф. И. Буслаев. Эпическая поэзия (1851)] [омонимия не снята]"
и до сего дне: погибоша, аки ,"обре, их же несть племени, ни ",1849,"нехудожественная, обиходно-бытовая",письмо личное,"Быша же обре телом велици и умом горди, и Бог потреби я, помроша все, и не остася ни един обрин; есть притьча в Руси и до сего дне: погибоша аки обре, их же несть племени, ни наследъка».   [А. А. Фет. Письма И. П. Борисову (1849)] [омонимия не снята]"
"шестая мученица, седьмая огненная, осьмая", аки ,"лед, девятая временная, десятая безыменная, одиннадцатая ",1849,"нехудожественная, обиходно-бытовая",письмо личное,"Любопытны названия лихорадок в сибирском наговоре: « Из того огненного столпа вышло двенадцать дев простовласых: первая невея, вторая синя, третья легкая, четвертая трясуница, пятая желтуница, шестая мученица, седьмая огненная, осьмая аки лед, девятая временная, десятая безыменная, одиннадцатая вешняя, двенадцатая листопадная». [А. А. Фет. Письма И. П. Борисову (1849)] [омонимия не снята]"
и до сего дне: погибоша, аки ,обре».,1849,"нехудожественная, обиходно-бытовая",письмо личное,"Память о народе обрах сохранялась между русскими не только в сказании о великанах, но и в самом названии этого народа, получившем нарицательное значение, и в пословице: « есть притча в Руси и до сего дне: погибоша аки обре». [А. А. Фет. Письма И. П. Борисову (1849)] [омонимия не снята]"
"том здесь небольшое время терпеть, ―", аки ,"оком мигнуть, так и душа выскочит.",1833,"бытовая, нехудожественная",письмо личное,"Протопоп же Аввакум предлагал поэту иное: « А в огне том здесь небольшое время терпеть, ― аки оком мигнуть, так и душа выскочит. [П. В. Киреевский. Письма Н. М. Языкову (1833)] [омонимия не снята]"
"Нормально, вот только м―", аки ,задолбали!» ,1867,художественная,роман,"Нормально, вот только м― аки задолбали!»  [В. В. Крестовский. Петербургские трущобы. Книга о сытых и голодных. Ч. 6 (1867)] [омонимия не снята]"
М―, аки ,,1867,художественная,роман,М― аки!»  [В. В. Крестовский. Петербургские трущобы. Книга о сытых и голодных. Ч. 6 (1867)] [омонимия не снята]
"Нормально, вот только м―", аки ,задолбали!» ,1867,художественная,роман,"Нормально, вот только м― аки задолбали!»  [В. В. Крестовский. Петербургские трущобы. Книга о сытых и голодных. Ч. 6 (1867)] [омонимия не снята]"
М―, аки ,,1867,художественная,роман,М― аки!»  [В. В. Крестовский. Петербургские трущобы. Книга о сытых и голодных. Ч. 6 (1867)] [омонимия не снята]
евгеники и покуда не выведен, аки ,"гомункул идеальный, чиновник можно смело махать ",1838,художественная,роман,"Т. е. до торжества евгеники и покуда не выведен аки гомункул идеальный, чиновник можно смело махать рукой на любой законопроект―"" всё равно всё испортят""?  [И. И. Лажечников. Басурман (1838)] [омонимия не снята]"
"придерживается устава Тырша и Фюгнера, «", аки ,"слѣпой стѣны», когда одинъ изъ основныхъ ",1867,художественная,"очерк, цикл","Какъ же теперь « Русскiй Соколъ» придерживается устава Тырша и Фюгнера, « аки слѣпой стѣны», когда одинъ изъ основныхъ элементовъ тогдашней обстановки ― безплатное, солидное и всеобщее военное обученiе ― выпалъ?  [Ф. М. Решетников. Очерки обозной жизни (1867)] [омонимия не снята]"
"красоту некую на утешение земнородным,", аки ,"детем плачущим, показует: красота в деснице ",1860-1861,художественная,очерк,"уготова сосуды смертныя, стрелы своя сгараемым содела; ― овогда рука Господня является утешающая и слезы от очес утирающая: отрет Бог всяку слезу от очию их; ― овогда рука Господня цветочки некие, красоту некую на утешение земнородным, аки детем плачущим, показует: красота в деснице твоей в конец; ― овогда рука Господня является насыщающая: отверзаеши ты руку твою, и насыщаеши всякое животное благоволения; ― овогда глад на землю посылающая [В. А. Слепцов. Владимирка и Клязьма (1860-1861)] [омонимия не снята]"
"стрел свое царство сама собою,", аки ,"щитом, сохраняеши, соблюдаеши, защищаеши!   ",1860-1861,художественная,очерк,"Главо царская, коль достойно и праведно царскую диадиму на себе носиши, егда от стрел свое царство сама собою, аки щитом, сохраняеши, соблюдаеши, защищаеши!    [В. А. Слепцов. Владимирка и Клязьма (1860-1861)] [омонимия не снята]"
"и порвавши нож начнет их,", аки ,"тельцев, Богу на жертву упитанных, колоти: ",1860-1861,художественная,очерк,"Ревнуя, рече, поревновах по Господе Вседержителе, яко оставиша тя сынове Израилевы, олтари твоя раскопаша, пророки твоя избиша, и порвавши нож начнет их, аки тельцев, Богу на жертву упитанных, колоти: ненавидящия ли тя, Господи возненавидех. [В. А. Слепцов. Владимирка и Клязьма (1860-1861)] [омонимия не снята]"
"хребту сягати вервием, изгна всех,", аки ,"зверей дивиих из дому Божия; ревность, ",1860-1861,художественная,очерк,"Такую ревность явил и сам Христос, Спаситель наш: видит, что оные беззаконницы дом Божий в разбойничь вертеп измениша, и сотворивши бич от вервий, начнет их гораздо по хребту сягати вервием, изгна всех, аки зверей дивиих из дому Божия; ревность, рече, дому твоего снеде мя. [В. А. Слепцов. Владимирка и Клязьма (1860-1861)] [омонимия не снята]"
"души ваша, не того ради,", аки ,бы иныя добродетели к стяжанию не ,1860-1861,художественная,очерк,"Вся сия, о них же рекох, добродетели потребныя суть ко стяжанию души; однакож Христос умолчавши прочия добродетели, о терпении глаголет: в терпении вашем стяжите души ваша, не того ради, аки бы иныя добродетели к стяжанию не были потребны, но того ради, яко терпение есть всех добродетелей мати, венец и корона, и яко перст посредствующий есть всех перстов высший, тако и терпение. [В. А. Слепцов. Владимирка и Клязьма (1860-1861)] [омонимия не снята]"
"и скорбей, посреде шпаг неприятельских,", аки ,"посреде колющаго терния, кровию неприятель- скою ",1860-1861,художественная,очерк,"Вы посреде терния всяческих бедств и скорбей, посреде шпаг неприятельских, аки посреде колющаго терния, кровию неприятель- скою обагренные о коль благолепно процветаете!  [В. А. Слепцов. Владимирка и Клязьма (1860-1861)] [омонимия не снята]"
"вас и в вертоград небесный,", аки ,"цвети благоуханнии райстии, преселишася.",1860-1861,художественная,очерк,"Инии же от вас и в вертоград небесный, аки цвети благоуханнии райстии, преселишася. [В. А. Слепцов. Владимирка и Клязьма (1860-1861)] [омонимия не снята]"
"Зрите отроков, посреде пещи вавилонския,", аки ,"в чертозе, ликующих.",1860-1861,художественная,очерк,"Зрите отроков, посреде пещи вавилонския, аки в чертозе, ликующих. [В. А. Слепцов. Владимирка и Клязьма (1860-1861)] [омонимия не снята]"
"главное покрывало, но дирою простреленною,", аки ,отверстыми устами гласит к нам:   ,1860-1861,художественная,очерк,"Сия достоверным есть свидетелем любве его к нам пребезмерныя: не имеет уст сие главное покрывало, но дирою простреленною, аки отверстыми устами гласит к нам:    [В. А. Слепцов. Владимирка и Клязьма (1860-1861)] [омонимия не снята]"
"в тот час к смирению,", аки ,"к непобедимому на гордость оружию, преклонь ",1860-1861,художественная,очерк,"Верховник апостол Петр преславную смирением показал победу, ― приидет в Рим, аж там обрящет прегордаго Симона волхва, который глаголаше себе быти Христа, и многих прельщаше мечтанием бесовским и уже возношашеся на небо; видит сие Петр святый и в тот час к смирению, аки к непобедимому на гордость оружию, преклонь колена и воздвиг руце на небо начнет молитися прилежно: Христе Боже мой, гордым противящийся, а [В. А. Слепцов. Владимирка и Клязьма (1860-1861)] [омонимия не снята]"
"раб боясь наказания своего господина,", аки ,не хотя добро делает: а последователь ,1893-1900,художественная,рассказ,"И потому последователь закона, как раб боясь наказания своего господина, аки не хотя добро делает: а последователь Евангелия, яко сын, по усердию отдает себя во объятия добродетели. [Н. Н. Златовратский. Сироты 305-й версты (1893-1900)] [омонимия не снята]"
"мину, ― я взойду к вам,", аки ,"бы генерал, и вы приветствуйте меня ",1770,"нехудожественная, учебно-научная",доклад,"Погодите, дети, ― сказал он, сделав нам лукавую мину, ― я взойду к вам, аки бы генерал, и вы приветствуйте меня единогласным ура!    [Д. С. Аничков. Слово о свойствах познания человеческого и о средствах, предохраняющих ум смертного от разных заблуждений (1770)] [омонимия не снята]"
"дорога вся как есть железная,", аки ,змей протянется.,1774,"нехудожественная, учебно-научная",доклад,"Копаем мы канавки- то, а он и бат: вот, бат, мы теперь работаем дорогу земляную, а придет то время, и будет у нас дорога каменная; а еще после того будет дорога вся как есть железная, аки змей протянется. [Д. С. Аничков. Слово о разных причинах, немалое препятствие причиняющих в продолжении познания человеческого (1774)] [омонимия не снята]"
Ржу, аки ,конь…,1769,"нехудожественная, учебно-научная",трактат,Ржу аки конь… [Д. С. Аничков. Рассуждение из натуральной богословии о начале и происшествии натурального богопочитания (1769)] [омонимия не снята]
"Ежели все будем сидеть смирно,", аки ,"агнцы, придет волк, перебьет всех до ",1775,"нехудожественная, церковно-богословская",катехизис,"Ежели все будем сидеть смирно, аки агнцы, придет волк, перебьет всех до единого, заберет себе все труды наши, вырежет скот, разорит пасеки. [архиепископ Платон (Левшин). Сокращенный катехизис (1775)] [омонимия не снята]"
"вашего верховного правителя мужики ненавидят,", аки ,"змия, ― нескладно загромыхал Артамонов.  ",1775,"нехудожественная, церковно-богословская",катехизис,"Да вашего верховного правителя мужики ненавидят, аки змия, ― нескладно загромыхал Артамонов.   [архиепископ Платон (Левшин). Сокращенный катехизис (1775)] [омонимия не снята]"
